"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Merced","CA","Merced","06","047",251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177500,179900,185000,189900,205000,209900,205000,215000,219000,216500,216500,214900,199250,199000,199999.5,210000,215450,219950,225000,229000,225600,229000,229000,229000,228000,225000,225000,226450,229000,231500,233450,235000,239000,240000,247200,249900,250000,255950,255000,258500,259607,258900,260000,260000,265000,269500
"Cleveland","OK","Oklahoma City","40","027",252,154900,152900,154000,154700,154900,150901,149900,149900,149900,144900,139900,139900,132900,122900,129000,132500,133000,131500,134000,134750,134111.5,132500,128500,124950,122900,125000,133000,132191,139900,140000,141000,141000,139900,138900,148350,147819.5,146900,148200,152457,155750,157500,159900,155500,154900,154900,155000,157000,159180,159500,159900,163000,165850,174500,173458,169999,169947.5,169900,169900,172000,169900,176540,177900,179900,180000,184500,183500,183187,180000,182599,179999.5,184000,186473,188548,188799.5,188500,185000,184393.5,185000,185000,185000,188000,187212.5,189000,194900,194200,194032.5,192550,196115,198000,199900,199900,199542.5
"Caddo","LA","Shreveport","22","017",253,150000,151075,155000,159900,154900,154950,159000,154900,152950,145000,142400,139900,136700,139000,140000,144900,149900,149000,149900,157250,153702,149900,150950,145000,144900,139000,144000,154900,155800,159000,158000,154900,159100,159500,173850,169700,170950,170900,169900,173900,176000,175950,175950,174700,174250,175000,169500,168000,164400,169900,169900,165000,165700,161750,158900,155000,155000,155000,157500,159000,158500,157500,159000,167250,166450,164949.5,164949.5,169900,168900,165000,165000,164900,165000,164900,164900,167500,168750,164900,164950,164700,159000,159900,159000,157000,155000,159000,159900,160000,163900,165000,159900,159500
"Weld","CO","Greeley","08","123",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205894,207380,209900,215600,222600,224900,225000,229000,229900,237725,239900,244683,249900,249900,251300,256190,252500,250000,258463,262945,264975,274900,275000,280636,280925,285345,279900,284900,284550,286900,287447,290080,289925,290000,289900,295000,3e+05,3e+05,299600,299900,308177,310000,314900,314900,313950,313950,315000,316759,320000,325000,335922.5,344500,350000,355000,353000,355000,354500
"Marin","CA","San Francisco","06","041",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000,9e+05,897000,899000,925750,899000,939000,949000,929000,978000,1050000,999000,995000,937000,899000,945000,995000,999999,1049500,1049000,998000,995000,1061900,1095000,1095000,1040000,1088000,1095000,1095000,1175000,1198000,1195000,1149250,1139000,1172500,1175000,1095000,1100000,1085000,1085000,1250000,1295000,1200000,1200000,1150000,1179000
"Jefferson","TX","Beaumont","48","245",256,129900,129000,126900,126900,126900,129000,125000,129900,139900,134500,129900,124950,125000,124900,124995,129000,125000,123450,119900,120000,115900,117900,119000,113900,112700,114900,112000,112000,115000,115000,110000,114900,109900,114900,125000,124950,120000,120000,122500,125000,127500,128950,129900,129900,125000,129500,124900,127875,125000,129500,129900,134900,132000,130900,129900,129900,133400,134900,129900,130000,129900,129900,128900,128900,129900,134900,134900,129900,129850,129900,130000,135000,129900,129900,134200,134700,139000,140000,145000,144900,140000,140000,145250,142750,147000,149900,150000,159000,162000,164900,160000,158900
"Thurston","WA","Olympia","53","067",257,217475,219950,225000,225750,225000,229400,229950,239000,240000,229000,222925,224900,219950,221900,220000,216950,220500,224559,225000,227700,226900,220900,219161.5,218000,219925,214900,212000,209900,216995,214995,214900,214250,209950,209500,229900,229950,229950,232995,234775,231450,239000,239900,239990,239950,239950,239900,239500,237725,234972.5,239000,244950,249000,249000,249900,249000,249900,249950,247700,239950,229950,229900,239900,245000,249950,254950,259800,257500,256950,259000,252500,249990,254950,258999,255000,259000,259990,265000,256900,259500,265000,257025,265000,268000,265250,259900,265000,275000,279970,289499,289950,289700,285000
"Kitsap","WA","Bremerton","53","035",258,274950,274000,279000,269000,265750,269000,269950,259500,265000,264000,265000,255875,249900,239974.5,239500,235000,239250,249000,248384.5,249900,250000,248500,244500,230000,235000,239750,239900,241900,242500,245450,244000,237900,229000,225000,244950,244000,248000,247450,249900,249950,259000,264450,264900,260000,264950,259994.5,249000,249900,242500,247000,249000,259000,269900,270000,275000,270925,270850,264974.5,249900,235000,247000,254950,264000,274900,279925,285000,279950,279900,279000,275000,275000,273888.5,269950,274900,279000,283663,299000,302250,299999,302000,301975,299950,299950,299900,299950,303950,310000,323950,335000,340000,343450,340950
"Kalamazoo","MI","Kalamazoo","26","077",259,125000,124900,124900,127700,125000,124900,125000,126900,125000,119900,114900,112000,109250,110000,110000,110000,118650,118950,97900,97500,99900,95000,99900,99900,1e+05,99900,105000,104900,109650,109900,110000,113200,1e+05,96000,112900,109000,104900,109900,114900,119900,124900,125175,128500,128250,120000,119900,117900,114900,109900,112900,119900,128000,134900,137500,130950,129700,124900,124900,119900,109950,109900,118900,122000,127900,129900,130500,129900,128750,128600,127500,119903.5,115000,110000,114900,122900,129900,139900,143202.5,144900,148250,149950,149900,145000,148900,145000,158900,162700,168950,179000,179000,179900,169900
"Webb","TX","Laredo","48","479",260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,151002.5,149000,148250,155000,159900,159000,164900,155000,158500,153500,149000,159000,149990,149000,156200,167000,165000,160000,164900,164900,165000,167000,160249.5,169200,169200,189000,193990,194500,198990,199500,195250,197750,198990,193990,198990,194245,175670,169600,169000,174485,178000,182000,179900,177450,179900,180000,180500,179900,175730,178406,179900,185002,184900,183500,184900,184900
"Brown","WI","Green Bay","55","009",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133900,134900,134900,135000,137600,139900,139900,139900,139900,139900,139000,139900,139900,139900,144900,144900,144900,147500,149900,149900,146500,144600,144700,139900,139900,139900,149900,149900,149900,152375,149900,149900,153900,146997.5,144900,144900,142650,146900,152900,150600,153900,158450,162000,169900,168500,161900,159900,162200,174900,174950,174900,179900,179900,194900,189900,189900,189900
"Alachua","FL","Gainesville","12","001",262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,159900,159900,168912,174000,175000,175900,175000,177000,175000,174250,169900,165900,165000,169900,169900,174900,179900,176500,175000,175000,179700,178500,178250,184900,179700,179900,193000,197900,197000,199900,199900,195000,199000,204000,203950,195000,195000,199900,209900,219000,219850,219900,218900,219000,220000
"Hinds","MS","Jackson","28","049",263,115900,116000,116000,119000,119000,118000,115000,114900,114630,111500,110000,109250,106500,108000,109000,109900,114500,114900,112850,112900,112700,114900,113000,110000,111900,116900,119900,124700,119300,115000,116000,114950,115500,115000,123500,119900,119900,122400,120000,124250,126800,125000,125000,125000,129250,127500,125000,127618.5,124000,129000,129900,134950,135950,138000,135900,132900,132900,129900,124900,120000,122500,128900,129250,134900,139000,139000,139450,135000,140000,139000,135000,129900,128000,128000,130000,137950,139500,138500,139250,135000,135000,135000,134900,128900,126500,135000,147113.5,149900,154900,152311.5,149900,149900
"Harford","MD","Baltimore","24","025",264,255000,255000,255945,259900,259053,255450,249995,249333,249333,244900,246990,239000,235000,239000,239000,235000,239900,242000,239990,239900,239900,238000,239900,239900,234900,239500,239000,235495,245000,243945,249900,248999,234500,239900,244990,244990,249416.5,240000,247500,250000,265000,269900,270458.5,274900,275000,273400,269700,279000,269700,269700,269900,274950,272500,269900,259900,259900,260000,259900,259945,252250,247900,259900,259900,255000,257000,259900,250000,256944.5,255000,249900,243700,240000,240000,240000,250000,259616.5,265000,264900,259900,259999,259900,262000,254999,259900,259900,267500,280500,290000,279900,284900,289900,279900
"Yakima","WA","Yakima","53","077",265,177000,172500,172500,167950,165000,169900,174500,178000,184250,170000,159500,159925,161000,164900,163950,165000,164500,165500,173650,177500,178500,179900,178801,175000,174500,177000,179900,180000,179900,181900,179900,181900,179900,179000,177950,179000,179000,179500,179500,189000,195900,197500,195900,189000,184500,185000,174950,175000,174800,174650,173500,179000,179000,185000,189000,189900,187000,189000,185000,169995,177500,189000,189000,187000,189000,189000,190250,190000,194500,193000,199000,199000,197000,195000,195000,194925,190500,192000,195900,194900,189950,196000,192000,195000,187154,189250,194500,194500,206442,217000,224900,220000
"Norfolk City","VA","Virginia Beach","51","710",266,189900,189900,189880,193950,189900,188950,189900,184900,186700,180900,175000,173340,169900,169900,167900,164900,169000,168200,165000,165000,168643.5,169000,162500,159999,160000,166500,165000,164950,165000,165000,165000,166000,165000,169000,175000,175000,178900,179900,180000,185900,189900,189900,185000,182000,185000,184900,179000,179900,178700,179975,184900,189100,193500,194900,189900,189900,189400,185000,185000,185000,185000,189900,189900,194950,198900,199900,199000,197500,197750,194900,195000,192700,189900,195000,199900,199900,2e+05,199900,199900,199000,199900,199900,199445,199000,194987,199000,199900,205000,209900,208000,209999.5,204900
"Mahoning","OH","Youngstown","39","099",267,79900,81950,79900,87000,87500,87500,84900,84900,86000,84700,73500,69900,69250,64900,64900,67000,69000,68500,64900,69900,72000,69900,75000,69900,73250,69900,71000,72000,69900,72000,73900,71000,69900,69900,79900,79000,78900,78000,79000,79900,84900,88700,85500,84900,83200,80000,79900,79000,75000,79000,79900,86900,89500,90000,89250,88000,83700,79713,77500,72500,72900,79900,79900,79949.5,83900,85000,87700,87900,89900,85000,84900,81700,83900,84900,84900,89900,94900,90000,90000,92000,92500,92500,91450,89900,87900,89900,90000,90000,97500,99900,99900,99900
"Buncombe","NC","Asheville","37","021",268,250000,249900,244900,240900,245000,245000,245000,239000,239000,239000,231117,219600,210000,209900,199925,205000,227000,229900,236000,235000,234000,230000,225900,224900,239900,248000,247500,239900,240000,240000,239000,234000,225000,225000,239000,239000,239150,239000,239625,245000,249250,249700,249900,242250,248700,249000,249900,249900,245000,249900,250000,259900,260000,269900,265000,264900,269425,269900,274900,275000,275000,279400,275000,285000,285000,289836,289900,289913,293500,299000,299000,299000,299000,299900,311250,319450,330000,330000,335000,335000,329000,335000,330000,329000,329000,339000,349000,350000,349995,350000,360000,364950
"Washington","MN","Minneapolis-St Paul","27","163",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309900,309500,279900,289900,303900,299900,309900,314800,299838.5,294900,299900,299900,309000,319900,319900,325000,309000,310000,319900,314900,323900,325000,326500,325000,325000,329900,334900,324900,330000,324900,329900,328990,339900,339900,349900,349900,359900,371990,380990,380000,370000,359900,359900,359900,365000,364900
"Cumberland","PA","Harrisburg","42","041",270,199900,199900,199900,199900,194900,189950,189900,181900,179900,179000,176801,174900,176000,174900,173200,169900,173400,175000,179900,179900,179900,179900,179900,179000,179900,178000,179000,179900,179900,175000,176801,174758,169900,172950,184900,183517.5,184900,185000,186750,189900,209900,209900,209900,205250,204900,202950,199900,225000,207628.5,209900,199900,199900,199900,202000,196945,195000,194900,199000,197950,190000,193900,194500,195000,199900,198700,195900,194900,193700,199900,189900,187000,186900,184945,185000,184900,187070,189900,189900,192577,193990,197990,199900,199999.5,2e+05,201500,214900,216000,219000,220000,224650,224900,225000
"McLennan","TX","Waco","48","309",271,129500,128500,129500,129000,125900,129000,128950,129900,134900,136000,134900,134500,132000,129499.5,125000,129900,134900,135000,135000,134900,135000,135000,134900,134000,135000,129900,135000,135000,133500,130700,129900,128500,124900,130000,139900,139750,137900,139550,139000,139500,139950,143950,141650,141650,139900,144900,142000,149900,150511.5,152100,153800,154400,157200,157600,159200,159900,158200,155000,154950,150000,151000,150000,157000,159947.5,159997.5,159900,159200,162400,163000,159900,160950,160900,161700,154900,159900,168500,170000,178500,179000,178750,179950,177933.5,178000,179900,178050,179000,191900,194700,199950,189900,189900,189900
"Oneida","NY","Utica","36","065",272,137000,129900,137500,132900,134900,129900,129900,129900,129000,127000,127900,124900,124900,112900,127500,129900,129900,134900,133950,129900,129900,129700,129900,124900,124500,124900,133400,129900,129900,129900,124900,117900,116900,112900,124900,121900,119998.5,123900,126400,129250,130000,129900,129900,129500,129900,129500,127900,124900,121450,124900,129500,129900,129900,129900,129900,129900,129000,125700,124900,119900,123900,123950,124000,129900,129900,129900,129900,129900,129900,126900,124900,125000,122700,120000,124900,127000,129900,129900,129000,125000,124900,120000,124000,124000,119900,120000,126900,130000,135000,134900,137450,134900
"Saint Tammany","LA","New Orleans","22","103",273,210000,210000,214900,209500,210000,209900,2e+05,199900,199950,199600,198998,189900,186000,180000,180000,179900,178000,159900,159500,160000,153900,138000,145000,149900,148950,149900,150000,150000,152000,157450,158000,155000,160000,165000,183190.5,183000,179900,185000,185000,195000,199000,199900,199500,189900,193450,190100,189900,189950,185000,189900,191200,199500,205000,207900,202500,212000,214900,215000,214949.5,210900,216650,219000,221300,224900,229900,234450,229000,225000,224900,223625,224000,225000,225700,238000,239900,249000,250000,259000,240000,240000,243000,245000,239999,239900,239900,229000,229900,241950,255000,255762.5,255000,250000
"Frederick","MD","Washington","24","021",274,269900,269900,259900,261250,259000,256950,249900,249900,259000,257000,259000,250000,249900,249375,249900,249900,249900,262500,269900,264000,259990,269000,270000,269990,264990,269250,269990,269900,274990,281900,284900,284900,270465,279800,298750,290000,289900,289990,289699.5,299900,3e+05,3e+05,3e+05,299900,295000,291391,289900,289200,274900,285000,289999,289900,299900,299900,299000,290000,289900,295000,292500,289990,289900,288000,295000,299900,299900,299990,299500,299900,308000,301290,299900,294990,289900,287995,299000,305198,321500,339800,324900,324900,320000,340460,344800,333780,334990,339500,349000,349900,357586,359575.5,359900,349990
"Weber","UT","Ogden","49","057",275,159900,164900,163250,159900,157000,154900,150000,153900,159900,159900,153000,144900,139900,139900,139000,139900,134900,134900,134900,134899.5,129900,129375,124900,123000,126500,127900,130000,138949.5,134200,129900,133900,135000,139900,144000,158000,156200,158950,159900,159900,167500,164900,168950,165000,163700,163250,164900,160000,162500,162500,164900,164900,169321,174900,177500,175000,179900,179000,176250,179000,179000,179900,184950,184900,192900,192000,191500,194950,194900,199900,189900,185000,185000,195000,195000,209950,219000,225000,224900,225000,224900,225000,224250,219900,221450,225000,229900,234900,249000,249900,249900,247500,240000
"Lake","OH","Cleveland","39","085",276,135000,139900,139900,142500,139900,139900,137500,138250,139900,136000,129900,129900,124900,124900,124877,124900,124900,129000,127000,128500,124900,124900,122000,119900,119900,120000,119900,122900,124925,124900,124000,122500,119900,119900,129900,129900,129900,129900,130000,134962,135000,139738.5,138900,135000,138000,139500,134900,137900,129900,130000,134900,134900,134450,134900,134900,129900,129900,128900,125000,124900,124900,127000,130000,134900,139900,139500,139900,139900,139900,135072.5,134900,135000,134900,139900,141499,149900,149900,149900,149900,146500,149900,145000,145000,145000,144900,145000,149900,149900,154000,153075,150000,151900
"Montgomery","AL","Montgomery","01","101",277,124900,129850,129900,129900,129900,129900,133350,133900,139000,129900,124900,123000,119900,113998.5,119000,122500,124900,124000,124900,123000,118500,124500,127200,119000,120000,124900,120000,123000,119900,119900,119000,121700,122450,123000,139000,139700,137650,139900,139900,139900,139900,143900,144900,140000,139900,135000,136450,139700,134900,139950,137000,139900,142000,144900,141500,139000,137500,134900,135000,125000,138000,138000,139500,142500,137200,139000,135000,135900,139900,134900,129900,129000,132000,129900,132500,138683.5,139900,139900,134900,130000,129900,124999,124000,124900,124900,125250,130900,135000,134900,134900,137500,135000
"York","SC","Charlotte","45","091",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,185900,189900,190000,201195,218000,219000,219000,219900,221400,221990,219000,228745,227450,233990,237990,239900,249900,257000,259425,264500,259900,255000,279060.5,286370,278000,289120,290000,296990,279900,269900,276340,298990,277900,284798,279900,264000,279990,268000,269481,268995,279500,278551.5,279900,279900,279000
"Chesapeake City","VA","Virginia Beach","51","550",279,265000,264900,260000,259900,255000,250000,254900,250000,249247,239900,234900,229000,224900,229900,229900,225000,229900,229900,229000,225000,225900,229000,239900,234900,237900,240000,269900,239900,239949.5,237500,234900,229900,219900,232650,249900,259900,258507.5,259900,254650,292000,269450,263500,275000,272900,275000,264000,258200,260000,259900,259400,269900,282000,285000,279900,285000,280450,274900,269900,269900,269000,279900,294900,295000,289900,289000,289900,279900,279900,284500,279900,279950,279900,279900,275000,284900,299900,299999.5,299900,299900,304900,294900,294900,289900,298450,299000,299900,305000,319000,319990,324900,324900,319000
"Clay","MO","Kansas City","29","047",280,153750,152250,154950,150000,152000,149900,149000,149000,147850,144900,139900,135000,130900,132300,129950,134900,138300,138000,139900,136186.5,134900,130000,127000,125000,125000,125000,129900,135000,130000,129900,128000,125900,129900,129900,139000,138250,139900,139900,139900,149250,154900,154900,150000,150250,149000,148000,149000,145000,144000,147950,150000,154900,154900,155000,149900,149900,149975,149900,149000,143000,145000,150000,165250,172950,172000,170000,165000,164900,164974.5,165000,170000,172000,179000,179000,184900,189000,185000,189900,183922.5,180000,179950,180000,180000,184975,190000,209450,207450,219500,215000,219500,219900,215000
"Lafayette","LA","Lafayette","22","055",281,179000,179600,174900,175000,178000,176200,185000,203650,204250,195000,187000,184500,159900,159900,161000,159900,159900,159999.5,164900,155000,166400,168900,169900,167900,168775,169900,173622,178500,169900,170000,174900,174150,170400,175000,175900,174900,177200,170000,178900,179950,180000,179900,179900,180000,181900,187100,180000,185000,184500,186200,184700,179900,182000,185000,187000,205000,207800,203900,207950,209000,207999.5,213500,215000,222000,224900,222500,215712.5,219900,224900,223900,220000,219900,220000,230000,235000,232416,229900,225250,220000,215450,219900,223500,221500,220000,218000,217000,220900,225000,223750,224999.5,220000,219900
"Benton","AR","Fayetteville","05","007",282,139900,139900,139150,139900,139000,142000,141500,143900,149900,149900,149000,145000,140000,139900,137900,135900,136750,135000,139500,140000,146900,149900,155000,155000,154325.5,157000,162500,164500,159900,164450,164900,161000,159900,159900,169000,168900,168900,169000,169900,172950,174900,173500,173500,169900,179000,179900,179900,179000,179945,184900,187000,189900,189900,189500,189500,189900,187250,189500,185000,180300,185000,185950,192900,199000,199900,205000,199900,2e+05,2e+05,2e+05,201900,205000,209900,216050,220000,229900,238070,236475,239900,235000,230000,233750,235000,235000,235000,240000,249900,259500,260000,269900,264900,259900
"Butte","CA","Chico","06","007",283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,245000,232000,230000,241490,249900,254900,252000,259000,259000,259250,249900,241000,239250,244900,250000,259000,259000,262745,260000,259000,254000,250000,250000,257250,250500,258250,259950,259950,259950,269000,285000,279900,279000,279900,287500,287795,287795,285000,287795,287795,287795,287795,287795,287795,287795
"Saratoga","NY","Albany","36","091",284,275000,279900,279900,279000,279900,275000,278900,274900,273250,269900,275000,274800,272900,277000,274900,269949.5,268750,269000,269000,269000,268950,269900,279000,279951,279900,282725,280000,281900,285900,279900,279000,269900,263450,264900,287000,289800,285000,285000,284977,289900,290000,299900,294950,289900,289900,289900,285000,294950,292950,299000,299000,298000,298500,298500,290000,294900,289900,289900,292700,289900,295000,299900,309000,315700,299999.5,299900,294250,284900,283200,279900,279900,289700,291000,293900,294000,299000,299000,299900,299900,295000,299000,295000,299900,301907.5,309000,318700,319900,319900,329000,326800,323068.5,319450
"Jefferson","MO","St. Louis","29","099",285,150000,149900,149900,149900,149900,149900,145000,145662.5,149900,149900,149900,144900,139550,139000,135000,139600,139900,144900,147170,146795,144200,149000,149900,144900,154900,139900,139900,139900,142000,144400,143900,144900,143900,143500,153000,148500,146900,146900,149900,154950,158900,159000,156950,156500,156000,154900,159000,159900,159900,159900,162945,164900,169900,166400,164900,164900,167900,165000,165000,167900,166950,174950,163900,164900,163250,162900,162900,162500,167900,163500,164900,159949.5,161378,163500,168900,169900,170000,169900,169900,169900,169900,167900,170000,174450,169999.5,174900,174900,176915.5,183900,184900,187400,186950
"Niagara","NY","Buffalo","36","063",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000,129900,129900,124500,124900,125000,127200,125000,125000,125000,119900,117200,114400,118500,115000,123900,129900,130000,129900,124900,119900,124900,119900,107000,109900,114900,119900,126000,125000,129000,129000,124900,124450,115000,110000,109900,109900,108450,109900,110900,119900,119900,121250,123200,119900,119900,119900,115000,110000,112500,119900,124900,129900,129900,129900,129900
"Barnstable","MA","Cape Cod","25","001",287,399600,413950,399900,399000,399000,399000,395000,395000,398000,399000,398000,395000,389900,398000,397500,390000,394900,394500,389900,389900,395000,389900,387500,389000,379000,374900,369900,374000,379000,385000,395000,395000,395000,399000,399900,399900,399900,409900,415000,415000,419900,425000,429000,425000,427450,425000,429000,429000,425000,425000,434900,429900,429000,434900,425000,425000,425000,425000,429000,425000,430500,425000,425000,433000,439900,439900,449000,450000,449900,449000,450000,449000,449000,449000,449000,450000,459900,459900,469999,475000,475000,469900,469000,464394,464950,475000,469900,479000,474450,469900,480000,489000
"Lackawanna","PA","Scranton","42","069",288,137500,149900,144900,158950,137500,129900,148250,145000,145900,129500,127900,139450,129000,129900,124900,129000,125000,125000,142900,145000,139500,139900,149000,149900,139900,119900,134900,143150,130000,132450,139000,139900,129900,127500,130000,129900,135000,137000,134900,137000,144400,140950,139000,139000,139800,139000,134900,130000,133000,134000,134999.5,139900,140000,144900,142000,139900,139000,139900,139000,135000,133000,130000,131950,139000,139000,139900,139000,134900,134900,134000,132500,131950,129900,129500,129900,135000,139000,139000,139000,134900,135000,129900,125600,126050,124250,124900,129900,134500,139000,139000,135000,135000
"Cherokee","GA","Atlanta","13","057",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224900,224000,224900,224900,225000,224900,225000,225000,224900,230000,232965.5,238000,239900,235000,237608,239900,239900,239900,239900,244900,245000,250000,254900,250000,255000,258900,266500,269848,269000,271945,273619,269900,266432.5,269900,269900,275000,275000,275000,274900,278700,279900,289000,289900,289900,295945,295000
"Warren","OH","Cincinnati","39","165",290,175000,174900,174900,175900,177500,174635,169900,169900,165000,160000,160000,159900,167750,162000,165450,164900,160000,169900,169900,166659,169900,164900,160000,162200,159900,159900,167900,165000,165970,169500,168945,169900,164000,164500,189900,187990,189900,196868,199900,2e+05,209900,2e+05,213995,210495,219900,221000,219900,219400,222900,225000,225000,224995,229980,242900,238700,239900,239442.5,237950,238997.5,239400,243000,239997.5,240000,248947.5,245900,247900,249990,249900,253600,249900,249900,249995,253900,250000,241900,259900,263945,264000,269900,264000,264900,260000,260867.5,264945,262202,265000,269900,275000,276247.5,274500,274900,277900
"Linn","IA","Cedar Rapids","19","113",291,146200,147700,147950,148250,140500,142000,144925,144900,143500,139226,139000,137777,134950,134900,134950,137900,139500,140000,140350,140000,139950,140000,144000,140000,142250,144500,144950,142500,143900,149000,145000,142500,139990,139900,143000,139900,143000,145500,147700,147000,149900,150000,150000,150000,148900,148500,148900,147900,146950,147950,149950,149000,149500,149925,149900,146500,148700,149950,150000,153900,154000,154975,155000,154900,154975,157900,155000,150000,150000,150000,149950,150000,150000,153000,159950,167900,169900,170000,169900,168500,165000,164900,169600,169900,174900,177999,178950,178450,179900,184007.5,185000,180000
"Yavapai","AZ","Prescott","04","025",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,289000,285000,289000,288950,295000,299900,299900,298000,290000,289900,282425,275000,275000,283000,283000,287000,290000,297850,295000,297950,289900,289900,294900,295000,289900,295000,295000,299000,312000,310000,310260.5,304000,303950,314900,324900,325000,325000,325000,329000,334720,342950,344900,345000,348000,348000
"Trumbull","OH","Youngstown","39","155",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,74900,74900,74900,78000,79000,79900,79900,79900,79900,79900,79000,79000,76900,79900,80000,79900,79900,79900,79900,79900,83500,79900,79000,74900,75000,79750,79990,80745,83000,89000,89900,88000,86900,84900,85000,84900,83900,79900,82900,83500,84900,89900,89900,89900,89900,89900,87900,85000,85000,87000,89900,89900,89900,94900,93000,89500
"Smith","TX","Tyler","48","423",294,185000,179900,179900,179900,179950,180600,179500,179000,181000,179900,179000,175000,175000,176900,178200,179900,186250,184950,180000,179900,179000,175000,174900,175000,175000,171900,170000,169900,172500,171900,169500,165000,168000,167425,166500,167700,164995,164950,165000,169500,169500,170745,169900,169350,170000,169900,165989,169000,169900,182900,182500,185000,185000,184900,184900,181900,182000,179000,175000,174900,179000,181900,179900,185000,196800,194500,194500,189900,195000,199900,199700,189900,190975,194700,2e+05,205950,215000,217500,216500,219000,218950,219000,219000,215000,214900,214900,215000,225000,225000,228250,229700,229900
"Dona Ana","NM","Las Cruces","35","013",295,209000,209000,201500,2e+05,205000,199900,207000,199900,199900,199900,199900,195900,188549,179900,170750,171200,175000,169500,165700,164900,165000,159990,159500,154900,152000,155000,156690,155000,150000,151818.5,149900,150690,149990,154900,168000,169500,171423.5,179700,180356.5,183900,189000,185000,180000,180000,177175,177040,175000,176990,178000,178500,179000,180000,179900,179000,179900,181265,182827.5,179999,179900,179000,180200,180000,179900,185000,189000,189900,189000,185000,185000,186450,188000,184500,185000,186000,185000,185000,185000,189000,189900,189900,190000,197000,195850,199000,198245,199900,199900,202950,199045,199500,200975,199992.5
"Washington","PA","Pittsburgh","42","125",296,178500,179900,179700,169999.5,169900,169900,169900,165000,169900,162000,159900,159900,159900,165000,167345,165000,163250,179000,174900,166882,159900,159900,159900,151200,150000,154950,155000,157000,158490,165490,164900,160000,159900,158600,159900,159900,165000,165000,169900,173000,174900,173900,164500,164999,159900,159250,155000,159000,151950,154950,155000,164510,169697.5,163060,159900,165015,165000,174900,168950,159900,159900,159900,165000,179900,185000,189000,185000,182900,182900,179900,178735,175010,178669,169900,177000,179950,184900,185000,180228,179250,174900,169442,165000,159900,159900,154950,159900,169000,169900,169000,169000,164949.5
"Arlington","VA","Washington","51","013",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,549900,550000,549000,549900,539768.5,519999,559900,599900,609000,599900,599900,559900,549000,569000,595000,6e+05,599900,625000,675000,679000,675000,654950,650000,634900
"Gaston","NC","Charlotte","37","071",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,125000,131900,133000,137950,139500,140200,140000,144687.5,144900,143700,145945,143539.5,143900,145700,144265,142900,139945,146900,148500,149000,144900,139990,149900,146000,151990,144900,144900,149268,155000,159500,159900,157364.5,155000,160000,158000,164900,161000,165000,168000,180950,189900,199200,197500,189000
"Richmond City","VA","Richmond","51","760",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,204900,208000,210000,199000,201000,224990,217450,212450,209000,204500,219000,225000,240000,250000,235000,240000,228995
