"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Park","CO","Denver","08","093",1873,242500,249900,230000,235000,235000,235000,235000,235000,235000,229950,229925,229900,228750,229250,229000,228763,225000,220000,219900,219900,219900,219950,219900,214900,209000,205000,207000,199995,199000,198000,199250,199900,199900,197700,184900,188000,195450,205000,218500,229000,239000,239000,229900,235000,235000,229000,230000,235000,238000,238500,239900,249000,242000,244950,244900,246450,249000,249000,249000,249240,249000,249500,250000,250000,265000,269900,279000,287750,290000,290000,299000,299900,310000,317450,3e+05,309000,324000,324900,319000,315000,319000,320000,325000,325000,309000,325000,329450,329900,329000,336800,335000,335900
"Aitkin","MN",,"27","001",1874,217450,214900,217000,215375,219900,214900,209900,209900,211950,204900,199900,192000,191950,189000,187000,189000,197900,190000,189000,179900,184900,177000,156950,152400,149900,155000,169000,169450,169450,169900,169900,169900,169000,169000,165000,165000,164950,179900,179900,175000,175000,165000,167900,164900,164900,165400,165000,165000,169000,175000,177000,187500,189900,195900,189900,184950,181950,174900,169900,164900,159950,159900,184900,180000,184950,189900,196000,194000,189900,189950,189900,182900,179900,185900,189900,184900,189500,189900,189500,179950,180000,180000,175000,169900,169900,174900,189900,190950,199000,199450,195000,194950
"Ashland","WI",,"55","003",1875,116950,115000,109900,105000,109900,109900,109900,119000,119000,120500,119000,113500,121000,120500,115000,104500,114900,119900,119700,119000,119900,122400,119900,129000,129000,129250,130000,124900,129000,129000,119000,109500,115000,107000,102500,99000,114000,110000,113500,117950,120000,124900,124900,124000,119999,119900,117500,115000,119500,120000,119500,119900,125000,124000,122000,119950,123950,129900,131250,135000,134537.5,129000,121900,129000,125000,124200,117500,115000,116500,119900,119900,119900,119900,119950,125000,126250,123250,121000,124900,129700,121250,121250,121500,120700,119900,109900,107950,115000,122500,129000,126950,126950
"Baker","OR",,"41","001",1876,174000,173500,174000,174000,176950,174900,157500,150000,149950,149900,169500,162500,144900,129900,144950,147000,142000,147750,150000,152500,145000,146450,126500,119000,121500,125000,126500,126500,127400,132500,129925,134000,137500,159900,169500,165000,164950,159900,166500,169250,169500,165000,165750,164500,162000,164500,169000,165000,165000,164500,155000,159900,140000,141950,159700,159900,155000,150000,152500,155000,149900,149900,159900,155900,159900,160000,159900,158700,155000,159950,155000,163300,157000,155000,163300,160000,165000,165000,165000,160000,155000,149900,149450,158000,165000,163200,169900,170450,169900,159950,165000,169900
"Hill","MT",,"30","041",1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187500,176900,176900,180700,191750,205000,205000,209900,209950,193000,220000,225000,220000,225000,212450,220000,215000
"Clay","AR",,"05","021",1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68775,75000,69900,65000,65000,69550,68775,65000,68000,66500,72500,71000,74000,72500,69975,65000,69900,69700,65000,69900,65000,72500,74250,69900,69900,69900,69900,72000,72500
"Redwood","MN",,"27","127",1879,,,,,,,,,,,,,,,,,,,,,,,,,,74900,79200,84900,85000,85000,82900,84800,79900,79450,79200,75000,78500,78500,79000,79000,79900,84950,84400,84400,89900,89925,86900,86900,83450,80700,81500,81750,82450,79900,79900,79900,82450,82500,74900,74500,69500,67000,64450,69700,72900,74900,84500,76000,84250,85000,84250,83250,84950,89900,89900,84900,82500,84900,84900,84900,98950,99700,99700,90000,87400,87450,92200,92200,107900,99900,97400,89650
"Greene","GA",,"13","133",1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399999,409900,412500,409900,429000,439000,439000,444000,429000,429000,427000,409000,399000,414000,425000,447500,469450,445500,449497.5,439000,429000,424900,429000,437000,432250,399292,399500,399000,399450,419950,429700,429500,439000,420000,446500,461750,451950,448000,472500,467000,469000,455000,450000,449000,449000,449000,449000,449900,467000,449000,449000,469000,469000,469000,459000,459500,475000
"Bamberg","SC",,"45","009",1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000,117450,109950,115000,115000,115000,125000,143500,127980,125000,125000,125000,122500,125000,124500,125575,127000
"Tipton","IN",,"18","159",1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118000,110000,121950,112900,1e+05,102450,99900,92500,89900,99900,99950,99900,94900,95400,109250,118000,118500
"King William","VA","Richmond","51","101",1883,199950,199950,207000,193950,199000,199450,199000,199950,199925,194950,189900,187000,186950,189950,189975,189900,182500,189925,189887.5,189000,189437.5,193000,190050,189950,182000,179975,179950,169950,179000,171500,175000,171500,172000,182000,183500,184500,184500,185500,185500,185825,184725,185750,186300,185500,185500,185000,186300,185500,185500,183500,184900,184950,184900,179475,178000,183900,183950,185000,184950,184400,184900,183200,185000,185000,187544,185000,184900,185900,186825,184900,188900,187650,184900,179995,184050,189000,189950,194950,190960,189475,193270,194270,199900,192270,189900,189950,199950,206500,214950,210000,207925,199950
"Page","IA",,"19","145",1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87500,84500,84500,84750,81200,78750,80950,83750,84500,87500,86750,92222,107000,103450,99900,86450,79500,79500,79950,79950,92000,89200,90000,92000,89900,88075,85900,85900,88500,90250,95000,93472,89200,89900,87900,80000,89900,90000,95000,100950
"Washburn","WI",,"55","129",1885,179500,189450,199500,199900,207900,199950,199900,199500,199000,189900,192500,189900,179000,179000,179000,179900,179900,189000,189450,189900,187000,185000,182000,179900,169950,162400,164900,169450,172000,164900,169700,149950,149450,149000,139900,129500,143000,150000,163500,172950,174900,174900,179900,179900,174950,179450,174850,169995,169900,169900,169900,169900,179000,179000,186950,183950,189900,192450,189900,175000,175000,175000,176450,179000,184950,180000,169900,175000,174900,173700,174900,168750,169900,169900,174950,189900,199000,199900,193950,199900,199900,199900,195000,189900,189000,184900,184900,189000,189900,194500,196750,195500
"Arenac","MI",,"26","011",1886,129500,129900,129500,124950,130000,134200,125000,124900,119900,116500,104500,99000,98750,89000,99500,99250,107450,109900,99900,99900,98200,89900,89500,82750,86450,84950,89500,89500,95000,95000,89900,94900,94700,95500,95000,89000,89900,90400,95500,95000,95000,96000,96900,89500,86900,85250,85700,85000,83900,79900,80950,89000,85000,89000,89900,87750,89000,89700,89250,89900,89900,89900,89900,89900,92250,90000,93700,90000,92250,95000,91950,89000,84900,84900,88900,91250,94900,94900,94900,93950,93950,94900,91950,89900,91500,89900,93000,104900,99900,105000,105000,108344
"Carbon","WY",,"56","007",1887,135000,136000,134000,142400,149300,148250,148900,148950,145000,145000,149950,143000,134450,139000,135000,138900,139900,144950,147500,139000,149000,149000,146187.5,146475,149000,142750,146800,150000,151150,150000,167000,160000,160000,155000,153000,160000,152000,150750,146250,153500,160000,165000,161500,160000,159000,160000,154000,152000,154000,153000,159700,160000,169900,169900,175000,185000,172450,159450,149900,154700,159450,159900,184750,179000,175000,177500,176250,172950,169900,171000,182900,174900,169250,160900,173250,180000,189000,188750,189950,186750,190000,189500,199000,189000,194000,190000,187000,180000,180000,187000,190000,187000
"Harrison","OH",,"39","067",1888,,,,,,,,,,,,,,,,,,,,,,,,,,,88000,80000,74900,77450,84900,72000,72000,72250,75000,74000,70950,69900,76500,86450,99900,95900,79500,79900,79900,79900,75750,75000,79900,79900,79700,79900,86900,79900,79900,79900,89900,85900,79900,79000,77950,80000,80000,80000,86500,87750,89900,99250,99500,96450,94900,97000,92900,93900,92900,90000,89900,93000,93000,85000,89900,89900,87000,79999,79900,79900,85000,99500,99900,99900,95900,1e+05
"Gulf","FL","Panama City","12","045",1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,249450,249900,245000,252989,245000,253450,225000,232400,235000,229900,229000,224900,229900,225000,239900,239900,237000,242450,239450,249000,259000,259000,250000,259900,249000,227450,229000,267000,264500,279900,288000,279900,289900,294500,299000,288000,287500,284900,287000,299450,304450,299900,299000,309950,318000
"Nottoway","VA",,"51","135",1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,143750,141825,129250,120900,124450,125000,123900,123900,123900,129000,130000,127500,147400,134900,137400,129900,128250,129900,134900,139500,139000,134950,137900,136450,135000,135000,129450,115000,115000,115222,114950,129950,129950,134900,136950
"Marshall","OK",,"40","095",1891,215000,207450,199700,189000,189000,179900,175000,169000,168500,160000,160000,160000,160000,160000,171250,164000,168000,175000,175000,175000,151950,149000,149700,159000,143000,143000,155000,150000,164000,155000,175000,171950,165000,159000,158000,159000,159700,160000,160000,159000,159000,150000,153500,150000,150000,151250,158000,148250,149500,149000,149900,149950,169700,169900,165900,168000,159900,149450,155000,155000,159700,165900,169900,169500,159950,159900,160000,163500,160000,159750,159700,159900,159900,159500,159500,159500,165000,159000,160000,159900,150000,150000,160000,150000,160000,173500,170750,175000,170750,172000,175000,175000
"San Juan","WA",,"53","055",1892,739450,650000,675000,650000,649000,644250,662000,650000,662000,649725,649500,622000,615000,579000,570000,549000,545000,549000,549000,549000,579000,549000,525000,498520,499000,498750,560000,497000,549000,540000,550000,565000,595000,590000,592500,579000,595000,595000,595000,595000,596750,595000,575000,575000,555000,550000,545000,559000,570000,575000,566000,550000,579000,595000,580000,595000,596500,624500,647000,695000,695000,662500,611500,598000,595000,595000,598500,610000,625000,622500,6e+05,619000,570000,595000,595000,592000,575000,579000,575000,549000,575000,579500,550000,554500,575000,592000,597000,6e+05,639000,638500,645000,629000
"Hale","AL","Tuscaloosa","01","065",1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128400,129900,127900,127450,128900,125000,124900,124900,111900,111900,109900,114900,127500,125200,139000,139900,134450
"Otoe","NE",,"31","131",1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129700,134750,135000,135000,139750,134700,129900,118000,114900,114950,114950,115000,119000,119450,120000,124950,124500,125000,124750,125000,130000,130000,130000,130000,130000,132200,125000,119450,129950,120000,129000,119950,127500,119700,112400,115000,115000,115000,116900,119700,115000,115000,119500,124750,119900,117000,118500,129000,119900,117500,122500,132500,129900
"Renville","MN",,"27","129",1895,,,100550,99900,106950,101200,99900,95000,99999,99999,101200,95000,91400,79900,89000,87500,74950,76900,79900,74900,74950,72900,69900,72900,74950,72400,74450,83900,87500,81900,83500,84250,79900,84900,89450,99000,84500,89000,87000,89900,84000,79900,79900,79900,81900,79900,79900,84900,84950,84000,84500,95000,93000,89900,92500,79900,74900,85400,82500,81750,81750,79900,82500,79900,82500,83500,89500,89900,92500,89500,89000,88500,89375,96900,89900,92000,90000,89900,89900,89900,89700,87250,82000,79500,80000,80000,85200,83000,87000,89900,86000,88900
"Madison","AR","Fayetteville","05","087",1896,137900,147450,144050,144950,144900,159037,150000,153537,151337,144900,144900,138700,134000,134450,134450,136000,139950,144900,139900,137900,138900,140000,149500,144500,137950,137450,143500,149900,139500,158500,159450,159450,159950,159000,149995,139900,139000,132875,142700,133700,149950,150000,150000,150000,149950,149900,145000,142400,149700,143450,138450,137900,154500,148950,159450,159000,139000,139500,139750,149000,139000,145500,154950,165000,159900,159900,159000,162000,163000,159450,156500,148950,146450,143900,153900,154450,161450,154900,153450,156900,157500,160000,159950,159500,159500,159900,176500,187200,184950,184950,184900,189950
"Madison","IA","Des Moines","19","121",1897,174750,154000,162400,177450,182450,173200,174900,174900,179000,169900,161900,159900,151000,152000,159900,163950,165700,149500,149450,149900,149450,146950,149450,153700,154900,147900,154900,154900,154900,159950,154900,159900,155000,154900,154900,162250,154900,150000,149700,159000,159900,159000,164900,159000,158000,160000,149900,143250,132000,147000,164500,165000,175000,173500,169150,165000,165000,165000,168250,159900,169900,189000,190000,198900,198900,195900,185000,189000,179950,192000,192000,190000,197000,210000,230000,218500,229950,230000,230000,229450,227000,230000,239000,244450,269000,229000,220000,229000,229000,247500,260000,239900
"Dent","MO",,"29","065",1898,120000,119950,119950,129700,129500,129700,124700,118500,108500,119000,119250,108500,99450,95500,92000,89250,98500,98000,99500,99900,99900,105500,109450,102700,105500,99900,115000,120700,1e+05,107250,99949.5,99900,99000,110000,110000,99500,95000,99200,99250,99000,99900,99900,106500,99900,99900,99000,99000,95400,98750,93900,95000,99000,111000,102600,115000,117000,112450,112450,102600,99000,99000,99000,99000,108000,103750,99000,99900,108000,98250,98000,95000,92500,95500,96160,96750,95500,98450,97500,98000,99000,98250,95000,91500,90000,86000,90995,96000,95000,99900,112000,111000,108250
"Park","MT",,"30","067",1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284800,314900,329000,289250,289900,289700,289750,299000,310000,339000,349900,392400,375000,385000,375000,375000,365000,349950,365000,357000,352000,362000,350000,325000,349000,329900,325000,339000,349000,361950,373900,364000,332500,329000,339900,344500,390000,359000,399000,399000,392000,399000
"Roseau","MN",,"27","135",1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147450,149900,152450,154900,157000,159000,159000,149900,145000,125750,123400,121900,124950,129900,134900,129900,129900,129900,129900,126250,123000,122500,127900,125000,129900,139450,139900,139900,139000,140950
"West Feliciana","LA","Baton Rouge","22","125",1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289500,284000,284000,284000,284900,284900,283875,297000,279000,325000,294950,339000,335000,297500,320500,295000,279000,287000,270000,269900,269900,266431,278500,269900,289900,316500,319900,339450,339450,325000,268500,266500,265000,265000,265000,258000,266499.5,277900,299000,299000,295000,289000,281500,289700,297000,304000,289000,275000,275000,275000,297000,288700,272500,289000,290000,289900,287500
"Mitchell","NC",,"37","121",1902,198500,190000,189900,189700,189000,186250,189700,179500,177000,179900,179900,170000,168900,170000,170000,169500,169750,168900,169500,166950,168900,174000,179000,179000,179900,180000,173500,175000,179900,175000,189000,188250,174950,175000,179900,184000,185000,189500,185000,189500,185000,189500,188200,182450,189900,192000,187000,185000,179950,179900,169000,165000,179900,185000,180750,184200,180000,175000,179900,180000,179900,185000,189000,187000,184700,189000,189000,182300,184800,189800,191000,179900,189000,192000,191000,189000,195000,198000,199900,199000,199900,199900,199900,199900,199949.5,199900,202399.5,199900,215000,219000,219000,215000
"Macon","MO",,"29","121",1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104950,99900,99900,99900,116400,117950,123750,125000,123500,119900,119000,115250,115750,129900,126900,134450,129000,129450
"Kossuth","IA",,"19","109",1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,142500,139250,149000,149000,138000,129500,109500,109700,119950,119950,119000,119000,119000,119900,119250
"Grayson","VA",,"51","077",1905,155900,155900,159600,159000,159900,159900,159950,159000,159900,159900,159900,162500,169000,164450,174000,171500,174900,159400,178500,165000,159450,156950,169000,165000,169000,167000,169000,169000,165000,170450,171000,169000,155950,149000,169450,167000,149950,158000,161450,158950,149900,164450,159900,167000,175000,174900,159000,162000,158475,164000,167500,167500,167450,177500,166950,149925,149000,149925,149974.5,159900,169900,169700,159000,159700,158500,164950,169900,169900,162450,159000,164900,137450,135000,132475,135000,149450,149900,147000,149000,157000,159900,169900,169900,176900,184950,178400,181900,175000,179900,169800,157500,152499.5
"Pecos","TX",,"48","371",1906,,,,,,,,,,,,,,,,130000,125000,112000,124500,124500,119000,115000,124500,124500,124750,128500,124950,129500,133250,125000,129900,129500,143750,139500,148750,149900,150000,150000,149900,148750,130750,129500,130750,141450,139500,149500,139500,135400,137900,133900,129500,128200,135400,131450,129950,131400,131400,132900,127450,140250,135000,136000,142200,146000,150000,144750,159500,159700,162000,174750,174500,149999,144700,144500,144500,157000,159000,146750,138000,135950,136000,136450,136000,129900,138000,138250,140500,160113,155000,149400,150000,154750
"Las Animas","CO",,"08","071",1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266000,250000,250000,250000,239500,237000,234500,195000,192500,199900,200450,185000,189900
"Gooding","ID",,"16","047",1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,149900,149900,134900,137950,135000,139000,149000,154900,149900,149950,154950,155000,149900,141250,143000,157250,147000,154950,155450,155900,159800,165000,179900,172500,180000,184000,179950,187750,187200,179450,186150,189000,184850,167220,138400,157500,150000,138000,129950,135000,138000,129900,129900,129900,129950,135450,154000,165000
